latency,15.590671,15.780539,15.954437,16.320054,16.860275,18.334885
flits_received,64034.0,127558.0,191539.0,255607.0,319814.0,383663.0
sim_seconds,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05
injrate,0.05,0.1,0.15000000000000002,0.2,0.25,0.3
throughput,409.8175999999999,816.3711999999999,1225.8496,1635.8847999999998,2046.8095999999998,2455.4432
action,xy,xy,xy,xy,xy,xy
episode,0,0,0,0,0,0
average_packet_latency,15.590671,15.780539,15.954437,16.320054,16.860275,18.334885
topology,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY
