latency,15.590671,15.780539,15.954437,16.320054,16.860275,18.334885,15.662549,15.982181,16.407694,17.519434,22.784489,27.297647,15.630337,15.886819,16.172475,16.719514,17.673791,460.725171
flits_received,64034.0,127558.0,191539.0,255607.0,319814.0,383663.0,64033.0,127557.0,191536.0,255584.0,2914.0,2167.0,64034.0,127557.0,191535.0,255610.0,319807.0,321342.0
sim_seconds,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05
injrate,0.05,0.1,0.15000000000000002,0.2,0.25,0.3,0.05,0.1,0.15000000000000002,0.2,0.25,0.3,0.05,0.1,0.15000000000000002,0.2,0.25,0.3
throughput,409.8175999999999,816.3711999999999,1225.8496,1635.8847999999998,2046.8095999999998,2455.4432,409.81119999999993,816.3647999999998,1225.8304,1635.7375999999997,18.6496,13.868799999999998,409.8175999999999,816.3647999999998,1225.824,1635.9039999999998,2046.7647999999997,2056.5887999999995
action,xy,xy,xy,xy,xy,xy,random_oblivious,random_oblivious,random_oblivious,random_oblivious,random_oblivious,random_oblivious,west_first,west_first,west_first,west_first,west_first,west_first
episode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
average_packet_latency,15.590671,15.780539,15.954437,16.320054,16.860275,18.334885,15.662549,15.982181,16.407694,17.519434,22.784489,27.297647,15.630337,15.886819,16.172475,16.719514,17.673791,460.725171
topology,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_westfirst,Mesh_westfirst,Mesh_westfirst,Mesh_westfirst,Mesh_westfirst,Mesh_westfirst
