latency,15.590671,15.780539,15.954437,16.320054,16.860275,18.334885,315.715346,1197.000115,1858.294335,2416.70622,2906.678386,3417.696398
flits_received,64034.0,127558.0,191539.0,255607.0,319814.0,383663.0,432809.0,435056.0,434923.0,432368.0,431903.0,433126.0
sim_seconds,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05
injrate,0.05,0.1,0.15000000000000002,0.2,0.25,0.3,0.35,0.39999999999999997,0.44999999999999996,0.49999999999999994,0.5499999999999999,0.6
throughput,409.8175999999999,816.3711999999999,1225.8496,1635.8847999999998,2046.8095999999998,2455.4432,2769.9776,2784.3584,2783.5072,2767.1552,2764.1792,2772.0064
action,xy,xy,xy,xy,xy,xy,xy,xy,xy,xy,xy,xy
episode,0,0,0,0,0,0,0,0,0,0,0,0
average_packet_latency,15.590671,15.780539,15.954437,16.320054,16.860275,18.334885,315.715346,1197.000115,1858.294335,2416.70622,2906.678386,3417.696398
topology,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY,Mesh_XY
